paramID,beta0,sigma0,kappa,delta,omega,gamma,rho,nPulse,theta,Nall,tc,tau,A
4271,6.8449e+00,2.8270e-03,1.0875e-01,2.5113e-01,3.4804e-03,8.6837e-03,8941.43233,26,0.51455,1,"139.2|524.5|264.9|170.6|146|566|664.3|276.3|625|136.1|274.6|227|567|463|50.69|470.4|275.8|127|161.5|193.8|72.88|420.4|74.42|122.3|142.9|154.2","0.9136|0.5428|3.069|1.053|2.185|0.1802|1.967|0.6661|1.056|5.154|0.267|5.752|0.2329|9.373|8.626|0.3854|7.104|4.583|5.794|0.2192|2.017|4.987|1.852|0.9435|1.895|1.404","0.0007641|0.002601|97.07|0.02387|12.73|0.0001233|0.01878|0.0002106|0.0002049|0.08237|0.02444|0.2635|2.454|0.3184|4.417|0.001324|13.11|1.994|0.01533|0.002593|0.03216|8.729|0.001146|0.2463|36.3|0.0004072"
4272,1.5615e-01,1.6379e-01,6.4701e-01,1.1541e-03,5.0598e-04,2.8485e-02,427485.13682,42,0.62367,1,"6.972|576.6|421.6|234.9|41.71|627|131.4|163|352|712.8|506.9|251.7|275.7|466.2|560.4|480.5|0.9776|439.5|682.6|281.4|437.8|431.2|594.8|345.6|211.4|487.1|595.5|175.2|445.3|631.7|434.8|96.41|535.3|546.3|654|19.14|708.8|333|691.3|185.8|95.7|73.24","4.657|0.4097|0.2527|0.1773|1.931|0.2073|0.7873|0.5245|3.374|0.7029|1.091|0.1729|5.436|7.967|1.67|2.807|0.4634|0.1688|5.278|8.495|0.6648|10.39|1.196|10.21|0.3515|0.479|2.305|0.6438|1.492|5.63|0.5148|0.964|3.306|0.1692|1.21|3.029|0.5658|0.9894|8.299|3.397|0.1892|1.014","0.1019|2.465|0.0009139|0.0001754|2.116|2.926|10.22|7.186|0.00282|2.229|0.0008953|3.158|4.89|0.06047|0.0378|3.362|0.0004894|0.002417|69.56|0.0001624|6.532|0.03604|4.689|0.1032|8.231|0.001916|0.005922|37.24|14.91|4.742|0.2809|5.493|46.58|0.3181|0.008872|0.01122|0.001303|0.4342|0.3757|15.7|1.167|0.0162"
4273,1.0062e-01,1.8637e-01,5.2199e+00,8.6506e-01,1.4928e-04,5.7115e-03,40.21403,5,0.98934,1,"252.6|111.3|484.6|242.9|478.1","0.7491|0.3656|10.07|2.815|1.189","0.2335|8.857|0.03474|0.1626|0.008245"
4274,1.2033e+00,3.2102e-03,7.5375e+00,9.1921e-02,1.9197e-01,1.1535e-04,416.08142,1,0.58020,1,"239.7","5.591","0.03017"
4275,8.2183e-03,5.7253e-01,5.9945e+00,6.8862e-01,1.5143e-02,1.8198e-04,2.20739,4,0.96672,1,"594.5|557.2|718.4|12.28","3.508|2.417|0.1917|3.298","0.2576|2.37|0.0009466|0.002911"
4276,7.2353e-02,1.3663e-01,1.1766e-01,2.8936e-02,7.7988e-03,3.6639e-04,2386.78295,4,0.64634,1,"206.5|445.7|272.2|485.6","1.2|10.18|0.6002|3.905","0.02539|0.000535|0.004095|0.0007073"
4277,8.3619e-02,1.4781e-02,2.5563e+00,9.2857e-01,8.9643e-04,1.4937e-03,1.06245,7,0.08431,1,"542.6|375.7|246|510.3|323.3|682.8|678","0.5447|6.302|1.91|3.337|0.4562|0.174|2.877","0.1907|0.0001022|0.3153|0.06631|1.03|0.0007898|0.06153"
4278,3.5575e-02,1.4635e-01,2.1456e+00,9.8662e-01,1.2072e-03,1.1013e-03,2.21017,1,0.87690,1,"586.9","1.128","0.3472"
4279,1.0229e-03,6.4554e-02,1.0155e+00,4.8886e-03,9.5352e-04,1.2217e-05,1.16836,38,0.98849,1,"277.2|32.07|684.4|122.7|694|108|67.97|154.2|208.3|88.55|428.8|266.2|99.52|180.1|462.2|429.4|212.2|419.7|515.2|173.4|599.7|34.11|291.9|449.9|638|445.1|597.7|192.2|515.8|49.43|681.4|515.8|360.4|88.55|266.6|501.9|127|440.1","10.28|0.2585|3.749|0.3048|3.257|9.754|0.8379|0.4833|0.6077|0.8127|0.6792|0.2905|0.1763|5.17|0.5618|0.278|0.7603|0.5965|8.774|2.244|0.8452|2.162|2.733|0.2016|5.279|1.123|6.084|6.569|2.219|10.74|1.425|3.777|3.45|11.31|0.183|0.4647|2.944|6.853","34.39|0.003606|0.0001088|0.6184|0.7176|0.003313|1.18|11.42|0.312|0.04309|0.004269|6.19|0.0002182|0.008494|0.6531|0.08056|1.063|0.0006537|0.000234|4.033|0.2146|0.03893|0.3605|83.6|0.0002469|0.01325|0.3448|2.61|1.453|42.42|0.5033|0.004085|0.0005748|0.0001854|7.427|0.06718|1.615|0.0001801"
4280,2.6801e+00,4.9513e-04,1.1810e+00,2.0195e-01,6.4774e-01,4.4081e-04,2.87291,2,0.40484,1,"349.4|447.7","6.481|0.1974","95.29|7.868"
4281,1.3415e+00,1.5486e-03,2.2391e+00,1.5052e-04,6.7604e-02,1.0752e-03,1676.28581,36,0.77765,1,"241|414.6|452.2|569.9|114.9|687.6|654.6|668.2|41.99|574.7|324.9|151.7|301.9|706.5|696.6|48.34|257.6|12.31|53.74|684.9|494|90.63|492.1|73.86|464.9|381.3|27.06|207.6|218|117.4|421|89.34|688.5|128|14.29|197.3","3.762|0.4198|0.8645|7.464|0.8715|1.513|6.448|3.215|0.7999|1.191|2.247|0.7479|2.495|0.6109|7.152|9.073|10.51|0.2789|0.1872|3.753|9.756|3.737|0.6425|1.789|0.7182|4.672|1.108|0.2915|1.556|2.306|9.352|6.546|6.651|7.941|0.6825|0.4683","0.9077|0.01678|0.002099|1.321|1.859|0.08303|0.3446|0.1835|0.09139|0.9228|34.33|1.524|0.001928|0.877|0.00701|0.0004415|17.47|1.075|4.158|0.5571|0.007813|37.56|0.003583|0.0001603|0.1366|68.91|0.001702|30.25|0.001102|0.0004821|13.67|0.0001061|0.01745|0.03768|0.1752|0.009293"
4282,2.0621e-02,1.3448e-01,1.1515e-01,1.5963e-01,8.2721e-03,2.7860e-04,4.44334,2,0.57515,1,"519.3|607.1","0.9164|3.393","8.099|0.004111"
4283,1.2837e+00,9.8819e-04,1.3669e+00,2.7452e-02,2.4015e-03,3.4082e-02,2.11936,5,0.06118,1,"265.2|383.7|665.2|599.9|482.3","0.219|0.2211|0.589|8.882|4.804","0.0001036|1.381|0.000864|0.004898|0.01602"
4284,9.9833e-02,3.3689e-03,1.5780e-01,2.5767e-02,1.2315e-04,1.8020e-04,4.31838,1,0.80473,1,"644.8","0.8896","0.0001403"
4285,3.6742e-01,1.6940e-04,2.1150e-01,2.9632e-04,1.8313e-03,4.1896e-03,2.64000,11,0.92116,1,"28.81|660.1|442.1|406.1|420.4|178.4|677.5|180.4|23.37|346.1|298.7","0.4841|0.5393|0.5409|1.347|1.646|1.268|1.673|0.3863|5.756|0.995|0.3883","1.432|0.00453|0.08118|0.7392|0.04791|0.003663|0.0003046|1.315|20.36|0.3539|0.1985"
4286,5.6777e-02,1.8295e-02,1.1236e+00,9.1956e-02,2.9282e-03,5.2412e-03,1.95574,28,0.98309,1,"395.1|281.8|215.7|567|46.37|479.9|142.5|11.94|591.4|66.61|60.29|673.4|466.4|340.7|426.6|632.1|479.5|69.11|430.9|280.7|706.3|409.8|29.52|71.68|183.4|224.5|471.2|464.5","0.3216|0.3493|8.744|0.7751|0.6023|1.029|0.3411|0.8618|11.88|0.2247|9.785|0.7027|1.624|1.126|0.8135|5.984|1.15|1.056|0.302|0.2795|0.6865|0.222|0.4542|10.74|0.3567|3.745|9.31|0.6358","4.851|1.066|2.121|0.06359|0.004939|18.91|0.002222|0.02287|0.006451|0.004263|0.005377|0.0831|0.0001556|0.003572|9.502|38.26|86.25|38.51|0.0003354|0.002508|0.0004983|0.0005262|1.581|0.09877|32.15|0.0009902|0.001369|0.0001642"
4287,1.4434e-02,8.0845e-01,1.5685e+00,9.9884e-04,3.9794e-02,1.9770e-05,10.77265,19,0.02198,1,"563.7|188.3|447.9|199.5|285.9|631.3|653.2|599.8|659.3|284.8|453.2|265.9|572.3|42.03|659.9|174.7|130.7|633.2|607","2.025|0.3771|2.725|11.12|6.484|11.38|3.419|7.972|2.352|0.3036|2.875|1.274|0.3813|6.615|6.839|1.204|4.497|8.405|0.6857","1.211|14.14|17.56|0.001809|0.3046|36.19|0.0002305|0.1281|0.08279|7.406|4.914|0.1042|0.6511|0.0001281|0.001026|0.0001756|0.004095|0.005615|0.0002666"
4288,7.8296e+00,2.1511e-03,6.9882e+00,1.5175e-01,1.1045e-04,2.1339e-02,85785.37323,2,0.78137,1,"13.1|696.7","0.2695|0.2616","21.28|30.53"
4289,7.6210e+00,1.2559e-04,1.0610e+00,7.8560e-04,2.9746e-02,1.4182e-04,165.58044,3,0.67904,1,"433|324.6|120","3.056|1.573|11.43","1.06|0.3241|4.616"
4290,4.4051e-01,2.6082e-04,4.7711e+00,8.1022e-04,1.5786e-01,7.4953e-03,3.20209,12,0.97449,1,"548.1|38.33|140.1|528.7|49.7|98.28|436.8|85.3|628.2|175.7|456|60.84","6.482|11.2|0.3326|0.3919|1.892|0.2183|6.285|0.3677|9.63|0.5105|7.238|7.569","0.0004388|0.1735|0.004163|0.3234|0.04485|0.01456|0.0001702|0.0008624|0.1511|11.29|0.001296|0.009265"
4291,1.7675e-02,6.6772e-03,2.3476e-01,1.3617e-01,4.9147e-02,4.0317e-04,1.07352,92,0.03625,1,"543.4|99.7|260.5|59.86|92.07|22.67|71.09|346|471.2|474.5|361.5|564.3|648.6|514.2|309.2|378.5|644.5|436|148.1|271.8|92.07|143.8|125.7|537.2|152.5|332.3|303.5|643.4|608.3|684.9|577.6|669.1|565.1|626.1|317.7|698|464.9|338|431.7|606.6|625.1|371.9|133|0.4349|395.6|620.5|113.3|192.8|569.3|569.6|602.6|159.9|376.4|407.7|636.3|157.4|651.8|288.9|15.21|272|127.6|451.4|288.3|274.7|606.5|310.6|477.8|207|225.5|428.6|269.4|436.3|34.17|14.83|274.8|608.7|521|143.6|472|407.5|143.4|603.5|299.8|213.1|162|183.2|668.5|609.2|627.6|673.1|8.105|675","9.99|8.024|3.62|10.91|3.98|0.1793|0.2708|0.7898|1.972|0.4338|0.2859|0.2541|6.148|3.367|0.1674|2.256|1.965|1.719|0.3681|1.563|0.8578|1.423|0.2097|1.446|4.033|3.465|5.711|1.384|7.631|0.5515|1.6|5.587|1.61|0.9567|1.976|10.4|4.403|1.488|0.2735|1.41|4.715|0.1954|2.022|0.9392|8.172|0.7574|3.587|0.4809|0.5622|0.3912|6.058|0.5325|0.5311|0.6004|0.2796|0.2866|2.633|0.2928|0.2473|2.625|1.673|4.161|2.802|6.985|0.3109|10.29|10.19|0.6187|3.997|1.254|1.055|1.022|4.789|0.6997|0.2204|0.5541|5.643|1.519|0.2833|0.2602|10.07|0.2309|2.207|0.2632|8.211|5.332|8.808|4.308|0.5732|0.3982|1.66|0.2917","0.01086|0.000822|0.001774|1.197|0.001356|14.59|8.142|55.18|0.0009593|0.004541|1.087|0.01039|0.08146|0.0002092|0.0001541|1.28|68.55|1.788|2.245|0.3326|16.24|0.0063|0.5968|0.0008881|0.1215|0.02287|0.009953|25.08|0.006653|0.006666|0.2574|0.6423|0.07288|0.09511|42.13|14.2|0.05075|0.4308|0.001371|0.0576|0.0001826|0.82|0.000384|0.0009672|41.45|7.653|0.1204|51.74|1.119|0.0002148|52.83|0.001108|0.003928|0.03108|39.9|0.0001141|0.006095|32.41|0.1365|0.0008261|0.0006758|0.06177|2.915|2.07|22.77|23.24|0.001957|0.001379|0.0002897|0.04113|0.08932|0.04756|19.24|7.241|0.006309|27.47|0.03449|0.0004948|0.7366|0.3521|5.463|0.03024|0.00011|0.004869|3.417|14.49|0.00154|5.592|55.58|19.65|2.393|0.006569"
4292,1.8518e-01,9.5085e-03,4.2888e-01,1.5675e-01,2.3053e-01,6.5044e-05,5.36128,2,0.68432,1,"432.4|80.94","0.7066|2.735","0.003646|8.475"
4293,9.1639e-01,1.5876e-03,1.0820e+00,9.2440e-04,5.9654e-02,6.2893e-04,466.85724,47,0.83631,1,"579.4|52.64|396.5|551.5|340|40.18|104.5|363.6|371.6|119.1|200.1|75.35|717.7|433.6|551.5|442.6|14.87|44.85|150.7|115.9|287.5|545|55.32|513.8|589.9|557.8|637.1|423|583.1|513.3|614.2|170.1|259.1|519.4|529.9|477.9|529.7|676.9|436.5|491.8|249.6|140.2|359.4|647.7|156.9|531.6|159.6","0.1875|1.555|6.379|2.592|10.14|8.529|5.654|5.067|0.192|0.4272|0.7191|2.469|0.3386|0.4417|0.2081|4.846|0.3445|7.344|0.2839|0.8864|0.5975|1.874|7.102|6.67|10.71|8.464|0.3883|6.413|8.881|0.1695|1.101|9.289|0.5332|7.487|1.34|0.5004|4.14|0.4129|0.646|0.4172|5.558|0.2053|5.099|1.107|1.5|7.247|0.7815","0.1996|0.004573|27.54|0.3038|3.285|1.609|19.16|29.93|5.393|0.001593|2.755|0.3089|0.000351|0.0001452|0.0003145|77.57|0.02018|1.745|0.0187|0.008141|0.006945|0.2067|1.252|0.5327|0.0003762|5.18|0.007095|0.4536|5.159|5.93|0.000174|52.26|7.446|10.96|0.00978|0.0002487|0.8299|5.743|0.2881|0.08078|0.0001013|68.91|0.3946|0.1158|0.08318|1.988|0.0001147"
4294,1.0141e-01,3.2335e-04,1.2024e+00,2.6727e-04,1.7421e-01,2.7853e-05,2.48734,9,0.01122,1,"607.8|689.2|212.6|166.6|195.8|434.7|495.9|168.8|39.37","0.4751|1.176|0.3357|7.31|1.553|0.5368|0.1672|0.9655|0.2455","0.008255|0.3063|0.05486|97.8|0.005271|0.04101|3.61|0.5439|18.33"
4295,7.1022e-02,1.3588e-01,7.6157e-01,6.9952e-02,2.8211e-01,1.1420e-05,754.26820,5,0.02002,1,"570.2|102|386|283.5|164","5.908|8.03|3.077|5.75|0.2725","0.0307|3.733|0.0443|83.03|0.005302"
4296,1.9481e+00,4.5386e-03,7.6431e+00,2.1093e-02,8.8210e-03,1.8818e-02,175338.01826,4,0.98854,1,"407.4|174.1|492.3|650.4","9.468|2.939|1.117|0.1768","0.005369|1.408|0.1902|14.6"
4297,2.2951e-03,2.0580e-02,4.3658e-01,2.8676e-04,4.7471e-03,5.3743e-04,1.30137,7,0.11982,1,"450.3|527.6|240.5|262.9|612|570.3|436.6","1.164|0.247|9.645|0.826|0.9295|0.4827|4.944","0.0004207|0.002894|0.0002069|0.2828|0.0007938|0.8793|0.004242"
4298,1.3798e-01,2.0148e-04,8.2542e+00,3.9284e-04,1.5581e-04,6.4833e-05,2.29687,10,0.98739,1,"220.5|640.7|375.9|126.9|161|18.53|681.4|240.2|683.5|402.5","4|2.723|1.727|5.427|7.096|6.202|3.777|0.7829|1.557|4.488","0.00577|67.83|7.193|1.753|0.003169|0.02493|0.4606|0.0911|0.7111|0.0001877"
4299,3.6444e-01,1.1752e-04,7.5817e+00,2.2056e-04,3.2322e-04,9.0653e-03,1.71625,4,0.74459,1,"467.8|433.7|359.9|280","5.219|5.218|3.015|0.2006","0.0001495|0.0001349|0.0258|9.691"
4300,1.5217e-03,3.9528e-02,7.6001e+00,1.1302e-03,2.6663e-02,1.1871e-04,1.24713,1,0.00877,1,"437.8","1.668","0.008764"
4301,2.7158e+00,1.8845e-03,2.4346e-01,8.8705e-03,2.1952e-04,1.0786e-02,27154.80601,9,0.03118,1,"228.1|546.2|674.4|693.3|589|68.4|415.2|66.9|593.1","0.8741|0.6342|0.2551|0.8931|0.1998|0.2092|0.489|2.429|4.096","0.001317|18.23|74.05|0.01193|0.0001625|0.1549|0.04981|0.0001282|0.0001436"
4302,1.9396e-02,1.3896e-03,3.3757e-01,3.9973e-04,2.7048e-04,1.3156e-05,2.08226,2,0.96894,1,"251.6|55.82","0.2568|4.403","16.82|86.52"
4303,1.4403e-01,9.7436e-02,9.1326e-01,5.6090e-01,2.6056e-04,1.7212e-02,2.42832,29,0.72251,1,"520|554.3|168.6|707.2|610.2|317|580.3|601.1|493.1|470.9|295.1|339.3|83.81|489.3|515.5|623|122.2|621.5|325.6|38.79|585.5|495.2|542.1|232.6|622.5|461|436.9|59.13|534.3","1.218|0.2868|0.2011|5.388|1.593|6.926|5.061|0.3539|0.3551|4.054|0.2582|2.84|0.3593|2.707|5.354|0.5453|4.047|1.59|0.2122|0.5997|10.03|5.909|0.2812|4.714|7.756|0.6886|0.9308|0.4165|2.608","0.01026|0.08331|0.002147|1.448|0.0002085|0.6836|0.0936|0.1175|0.0002353|0.001487|1.034|0.001293|0.1691|0.0001504|16.77|23.26|16|0.01169|0.000588|0.1036|47.38|0.0001657|3.821|0.03728|4.823|20.98|88.79|1.931|32.16"
4304,2.6427e+00,1.5706e-04,1.5661e+00,8.0094e-02,3.2985e-02,1.2326e-03,1.90800,3,0.85151,1,"194.1|588|392","5.359|0.2328|1.484","0.07755|0.1532|0.006241"
4305,1.6415e-02,8.2465e-01,3.9687e+00,5.3786e-04,1.2994e-02,1.5528e-05,14.88899,11,0.34221,1,"433.6|700.5|138.9|699.5|235|693.1|173.3|588.1|83.04|70.37|325.5","0.2181|0.2856|1.512|0.3967|5.408|0.2639|0.9481|0.5849|6.323|0.3661|0.8088","82.93|0.08171|7.25|90.38|0.05188|0.01462|0.0005867|0.03868|83.89|0.0001029|0.9867"
4306,8.4535e-03,2.3025e-01,7.5864e-01,2.4015e-01,7.2723e-03,1.2214e-05,2.01016,22,0.94375,1,"690.9|398|115.3|1.693|75.83|689.1|610|433.2|401.1|535.8|430.2|300.6|412.4|492.3|189.7|73.52|260.1|112.9|652.9|98.09|217.9|241.4","8.438|5.575|3.956|5.542|1.182|3.998|1.455|0.5691|0.9043|3.002|0.6047|0.6476|4.956|0.3479|0.2514|3.217|3.44|2.04|1.752|0.7984|0.9947|11.39","0.002324|0.0005012|0.0002939|0.02721|2.812|0.0001112|0.2813|0.01177|0.1032|0.004349|0.001399|16.02|68.03|0.0001651|0.06009|0.0001704|0.01952|4.158|0.02982|2.681|25.38|13.72"
4307,4.7214e+00,8.6163e-04,1.0473e-01,1.5381e-02,2.2032e-01,2.9690e-05,12514.62447,1,0.97483,1,"519.7","11.64","78.58"
4308,1.9859e-01,1.8630e-03,9.6327e-01,1.6132e-03,1.6372e-04,5.9894e-03,11.51095,72,0.98840,1,"105.8|651.9|145|552.9|700.8|222.4|534.9|648.9|120.9|60.95|284.4|553.6|36.79|479.9|465.2|653.8|193.6|449.3|594.4|548.8|57.09|205.3|618.3|589.4|176.3|179.7|498.4|474.1|528.3|535.6|422.2|708.3|420.8|402.2|69.21|150.2|532.3|418.3|221.4|519.2|319.2|503.4|612.8|497.6|174|359.2|293.3|602.2|121.2|688.1|99.67|369.2|257.1|632.2|498|191.2|443|275.3|289|499.8|515.6|380.4|631.8|402.2|399.2|485.2|336.2|288.9|104.5|136.2|695.1|490.6","0.7798|0.217|1.965|8.832|6.737|2.906|0.3701|0.4228|9.728|10.48|1.389|0.3035|2.27|0.8568|0.3171|1.098|0.4518|2.528|1.576|11.43|2.087|1.59|7.091|0.8409|6.484|3.043|0.1966|0.3488|0.7743|0.5596|0.4567|0.7285|8.955|7.419|4.034|0.6453|0.6649|0.4322|0.356|1.778|4.573|0.176|0.9746|0.3567|0.5772|0.7671|0.6239|0.2825|2.856|1.3|3.184|5.84|0.1804|0.1971|0.4839|1.456|6.871|1.072|4.866|6.408|0.6668|0.5879|5.585|0.4019|1.319|0.9088|4.206|6.991|5.712|4.615|4.479|1.054","0.6361|38.8|0.001257|4.674|0.0008008|0.001331|0.4507|4.832|11.54|0.6031|0.002724|1.515|0.1485|0.0003861|0.0182|0.0009285|0.03001|6.685|0.006698|17.2|0.01345|20.4|0.3539|0.004285|0.05979|0.0585|0.1852|0.001963|0.001406|10.45|0.002595|0.001009|0.005639|0.007566|5.93|18.61|48.79|0.002349|9.043|0.09805|0.0004676|0.8013|0.001587|0.04469|0.07547|0.004262|0.002517|0.008074|0.0009823|0.02301|0.001759|0.03812|0.3231|0.93|49|0.004676|0.0003134|66.95|18.29|0.00307|0.0001196|0.2558|0.0003217|19.58|0.0001188|22.31|0.01157|0.002236|0.1633|30.09|0.0914|12.5"
4309,1.7207e-03,4.4184e-02,2.9932e-01,7.4199e-04,6.5083e-04,5.0311e-05,1.30495,3,0.29691,1,"348.8|613|715","0.4388|6.072|6.622","2.246|48.81|0.01078"
4310,2.5344e-01,1.1143e-02,9.5331e-01,1.5070e-01,1.0655e-02,1.5869e-03,12.01226,9,0.70139,1,"113.5|108.8|80.71|161.8|347.8|11.36|9.326|316.9|205.4","10.61|2.248|0.2048|0.3642|0.2641|0.244|7.73|4.231|0.2618","0.0001612|0.01847|28.82|0.03467|6.96|2.077|0.1089|0.03436|0.003146"
4311,2.1425e-01,4.1096e-02,1.6524e+00,1.6611e-02,3.2759e-02,1.0764e-02,36276.54171,20,0.77875,1,"364.6|700|48.72|192.2|231.8|658.8|299.9|330.2|325.1|19.22|428.7|402.3|454.1|123.8|421.1|608.3|666.3|550.5|453.9|124.2","0.5957|0.2384|0.2214|0.1879|0.8842|7.337|8.35|4.398|0.3783|0.1822|7.56|1.248|2.145|1.57|11.55|7.397|0.3072|0.1884|0.3547|3.855","0.01335|0.04954|2.389|0.01629|0.001227|0.009254|0.02655|1.223|0.02169|0.0003515|0.006604|57.36|2.658|0.0006629|2.432|0.4019|0.1402|0.003692|9.896|0.04392"
4312,1.9935e+00,1.5747e-03,3.2740e-01,4.3451e-02,2.3521e-03,2.4867e-03,436.49920,16,0.45333,1,"4.34|89.14|469.8|533.5|597.8|91.42|116.3|88.88|235.1|565.7|617.7|471.8|279.3|309.5|596|661.8","0.1677|0.6123|0.2986|3.174|11.39|9.876|0.1911|0.4985|0.4142|1.825|5.406|8.374|0.2553|2.674|3.206|1.126","0.00139|1.29|2.05|92.75|0.0125|2.798|0.01047|47.66|5.142|0.03376|0.9778|0.04149|12.34|0.0004118|0.00168|59.28"
4313,1.3968e-01,5.4170e-02,2.0002e-01,1.2067e-02,7.3954e-04,8.8347e-02,5.74894,4,0.99092,1,"32.05|29.68|637|657.5","4.393|1.351|1.017|0.4174","3.598|0.0006922|0.002619|44.56"
4314,6.9279e-02,2.7340e-04,2.2942e+00,5.5268e-03,7.2530e-04,8.0325e-04,1.33452,52,0.01604,1,"542.6|46.74|75.23|270.3|148.5|277.2|557.5|13.26|188.6|623.1|650.1|203.9|564.8|441|597.5|236.1|583.6|179|626.8|447.1|21.77|223.5|123.4|350.7|196.8|397.5|118.7|673.3|160.4|371.1|257.6|589.1|254.6|177|582.9|671.2|298.6|121.2|346.4|421.9|267.6|111.6|30.86|173.3|496.5|245|173.4|519.4|689.6|22.82|636.3|179.1","4.436|0.2539|0.2019|2.721|10.83|2.493|11.31|1.017|0.5522|9.292|1.34|0.5144|3.101|4.774|2.582|0.2638|5.991|1.973|5.566|0.2543|0.286|11.3|0.6127|0.8122|7.543|6.037|0.1977|2.547|0.5757|4.639|6.358|0.1955|0.3081|0.2525|0.7784|1.7|2.912|1.312|0.5715|0.3821|0.246|3.085|0.2859|0.7453|0.6865|3.164|1.276|2.778|5.148|0.3269|1.071|2.67","9.779|63.97|20.04|16.33|3.946|0.000591|3.333|8.884|0.04973|0.01272|0.7358|0.0002113|0.001889|40.46|0.0001603|2.705|85.79|0.007446|0.002363|0.004075|0.002123|0.01636|75.82|0.0003112|0.01111|0.1995|0.1827|0.0002718|2.444|0.002299|0.0004909|67.9|20.48|0.0007892|0.01141|0.2904|0.1201|0.0008258|8.754|1.114|5.692|22.55|0.05653|22.18|0.07401|27.6|0.2577|3.241|0.2774|1.603|0.04485|0.1905"
4315,5.1230e+00,1.9236e-04,3.0086e+00,6.2585e-02,1.3233e-04,1.1910e-02,1.80509,26,0.45379,1,"639.2|44.11|13.81|284.2|685.4|607.5|95.2|251.9|19.06|89.28|469|119.2|480.7|293.3|187.7|32.37|568.8|424.4|274.4|243.9|502.3|269.7|227.4|436.5|395.8|96.23","2.102|5.493|2.244|0.2002|0.264|5.205|4.086|2.611|6.373|1.231|10.42|1.634|2.148|3.903|1.03|3.093|1.989|0.9238|0.1717|8.689|0.9911|0.436|0.1765|1.29|0.2309|8.97","0.01675|0.01804|1.206|3.623|25.7|0.06784|8.613|0.02212|0.03073|0.0008287|0.005728|4.716|8.772|0.003613|0.02891|0.000176|0.05586|0.001108|0.0003114|0.7145|0.2043|1.408|0.07777|0.0006889|9.598|2.174"
4316,1.1544e+00,9.7845e-04,5.9601e-01,9.1542e-01,3.9893e-01,7.9254e-05,1.22671,36,0.99068,1,"95.35|616.3|168.9|337.4|214.8|149|562.3|279.6|85.87|304.8|462.4|58.4|192.4|201.1|689.4|507.7|408.7|169.3|210.2|99.68|6.881|700.3|717.6|661.8|481.8|376.9|411.8|486.6|612.2|492.2|51|259|341.6|343.3|381.6|110.6","7.762|0.5136|7.663|0.9984|0.2526|5.293|0.4402|6.182|0.2657|1.083|1.76|0.3447|1.078|7.931|11.95|1.915|5.106|0.9109|0.46|0.4001|0.5678|2.718|2.261|0.4901|5.356|5.626|2.305|2.443|1.56|2.844|1.03|0.7813|7.389|1.474|0.212|1.059","2.122|0.009417|0.003287|5.43|8.248|0.0508|0.0007961|1|0.0313|0.0006815|2.219|0.0008341|0.01758|10.96|0.4709|0.0346|13.55|5.782|0.2594|19.39|0.0006464|30.63|0.1624|46.67|1.902|2.158|0.002155|0.03773|0.0002782|0.0774|3.106|32.13|80.49|0.0001278|0.05568|0.0924"
4317,1.0815e-02,1.7141e-01,7.4866e+00,1.6522e-01,5.7589e-02,1.6967e-04,2.91919,22,0.00756,1,"271.8|711|153.5|401.3|34.75|398.7|224.3|432|625.3|354.4|450.2|552.7|419.6|341.5|403.1|85.63|485.7|139.1|321.5|652.6|189.7|602.1","8.86|2.29|1.804|0.1936|0.6775|0.5786|5.653|0.4794|0.4335|1.231|0.3854|2.463|0.2259|1.753|1.834|0.2409|0.2223|7.711|1.171|6.106|1.169|0.4635","7.165|2.017|25.89|0.0859|9.374|10.09|0.8006|95.08|0.02345|0.001179|3.801|0.005481|0.6441|0.0001053|0.1824|0.0003506|74.48|0.0004019|0.01192|0.0002802|0.0001006|11.77"
4318,1.7323e+00,1.4190e-03,1.6478e+00,2.4548e-02,1.9061e-01,5.5963e-05,622.59117,5,0.90865,1,"694.6|10.56|637.7|677.6|209.3","0.2032|1.01|9.431|9.778|0.3623","0.005736|0.01153|0.01478|0.3851|1.899"
4319,1.0005e-02,7.4538e-02,1.8456e+00,1.9646e-01,1.8006e-01,4.4888e-04,1.52007,14,0.93151,1,"378.1|337.8|583.7|193.8|512|381.6|614.3|96.3|275.7|549.1|620|267.3|314.5|139.2","0.8092|0.9971|4.068|2.017|0.7738|2.268|2.851|9.455|0.2438|7.087|2.756|2.249|5.151|0.174","0.0003735|20.67|0.3383|0.2976|0.0006954|0.1441|11.33|0.000154|48.21|0.001004|0.2382|6.663|0.01433|0.005317"
4320,5.9530e-02,8.8103e-03,7.4784e-01,9.6061e-01,2.9932e-03,1.8772e-04,1.06854,27,0.41671,1,"645.7|165.2|719.7|202.2|461.9|417.9|601.8|243.4|98.36|506.7|480.7|546.8|160.5|690.7|182.7|269.5|505.4|105.8|463.7|3.721|597|700.9|534.1|234.1|99|537.6|282.5","8.893|2.128|0.1809|0.4087|0.407|3.763|1.044|3.462|0.5186|4.777|0.9916|0.7022|0.2446|2.398|1.809|1.718|2.338|0.4924|0.4314|0.3876|0.2549|7.686|0.2393|10|0.3084|1.416|0.2249","19.43|1.383|0.2969|94.58|54.32|0.0008593|1.276|35.62|0.004373|39.6|0.8672|4.042|72.34|1.453|0.05309|0.003656|0.0003834|0.006937|0.0002679|0.005272|17.64|0.03336|0.001057|0.0001131|0.002158|0.003214|0.0001944"
